Roles	Engagement	Capability
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	20
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	21
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	23
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	24
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	25
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	26
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	27
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	41
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	48
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	49
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	50
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	51
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	52
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	53
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	58
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	59
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	84
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	85
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	95
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	96
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	97
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	101
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	114
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	115
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	120
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	123
POTUS	Hold Bi-Lateral Meeting with State Dignitaries	124
POTUS	Hold Joint Press Conference with Dignitaries	135
POTUS	Hold Joint Press Conference with Dignitaries	137
POTUS	Hold Joint Press Conference with Dignitaries	138
POTUS	Hold Joint Press Conference with Dignitaries	139
POTUS	Hold Joint Press Conference with Dignitaries	141
POTUS	Hold Joint Press Conference with Dignitaries	10
POTUS	Hold Joint Press Conference with Dignitaries	15
POTUS	Hold Joint Press Conference with Dignitaries	20
POTUS	Hold Joint Press Conference with Dignitaries	21
POTUS	Hold Joint Press Conference with Dignitaries	24
POTUS	Hold Joint Press Conference with Dignitaries	26
POTUS	Hold Joint Press Conference with Dignitaries	27
POTUS	Hold Joint Press Conference with Dignitaries	42
POTUS	Hold Joint Press Conference with Dignitaries	46
POTUS	Hold Joint Press Conference with Dignitaries	47
POTUS	Hold Joint Press Conference with Dignitaries	48
POTUS	Hold Joint Press Conference with Dignitaries	49
POTUS	Hold Joint Press Conference with Dignitaries	50
POTUS	Hold Joint Press Conference with Dignitaries	53
POTUS	Hold Joint Press Conference with Dignitaries	58
POTUS	Hold Joint Press Conference with Dignitaries	59
POTUS	Hold Joint Press Conference with Dignitaries	81
POTUS	Hold Joint Press Conference with Dignitaries	82
POTUS	Hold Joint Press Conference with Dignitaries	83
POTUS	Hold Joint Press Conference with Dignitaries	84
POTUS	Hold Joint Press Conference with Dignitaries	85
POTUS	Hold Joint Press Conference with Dignitaries	88
POTUS	Hold Joint Press Conference with Dignitaries	93
POTUS	Hold Joint Press Conference with Dignitaries	104
POTUS	Hold Joint Press Conference with Dignitaries	114
POTUS	Hold Joint Press Conference with Dignitaries	123
POTUS	Hold Joint Press Conference with Dignitaries	124
POTUS	Hold meet and greet with local public on location	126
POTUS	Hold meet and greet with local public on location	127
POTUS	Hold meet and greet with local public on location	128
POTUS	Hold meet and greet with local public on location	130
POTUS	Hold meet and greet with local public on location	134
POTUS	Hold meet and greet with local public on location	135
POTUS	Hold meet and greet with local public on location	136
POTUS	Hold meet and greet with local public on location	137
POTUS	Hold meet and greet with local public on location	139
POTUS	Hold meet and greet with local public on location	140
POTUS	Hold meet and greet with local public on location	144
POTUS	Hold meet and greet with local public on location	150
POTUS	Hold meet and greet with local public on location	157
POTUS	Hold meet and greet with local public on location	6
POTUS	Hold meet and greet with local public on location	12
POTUS	Hold meet and greet with local public on location	13
POTUS	Hold meet and greet with local public on location	15
POTUS	Hold meet and greet with local public on location	16
POTUS	Hold meet and greet with local public on location	21
POTUS	Hold meet and greet with local public on location	25
POTUS	Hold meet and greet with local public on location	26
POTUS	Hold meet and greet with local public on location	27
POTUS	Hold meet and greet with local public on location	28
POTUS	Hold meet and greet with local public on location	29
POTUS	Hold meet and greet with local public on location	42
POTUS	Hold meet and greet with local public on location	46
POTUS	Hold meet and greet with local public on location	49
POTUS	Hold meet and greet with local public on location	50
POTUS	Hold meet and greet with local public on location	52
POTUS	Hold meet and greet with local public on location	53
POTUS	Hold meet and greet with local public on location	56
POTUS	Hold meet and greet with local public on location	57
POTUS	Hold meet and greet with local public on location	58
POTUS	Hold meet and greet with local public on location	59
POTUS	Hold meet and greet with local public on location	78
POTUS	Hold meet and greet with local public on location	81
POTUS	Hold meet and greet with local public on location	84
POTUS	Hold meet and greet with local public on location	85
POTUS	Hold meet and greet with local public on location	93
POTUS	Hold meet and greet with local public on location	96
POTUS	Hold meet and greet with local public on location	101
POTUS	Hold meet and greet with local public on location	104
POTUS	Hold meet and greet with local public on location	106
POTUS	Hold meet and greet with local public on location	107
POTUS	Hold meet and greet with local public on location	110
POTUS	Hold meet and greet with local public on location	114
POTUS	Hold meet and greet with local public on location	115
POTUS	Hold meet and greet with local public on location	117
POTUS	Hold meet and greet with local public on location	123
POTUS	Hold meet and greet with local public on location	124
POTUS	Hold meet and greet with local public on location	125
POTUS	Meet with Congressional Leaders	127
POTUS	Meet with Congressional Leaders	136
POTUS	Meet with Congressional Leaders	137
POTUS	Meet with Congressional Leaders	138
POTUS	Meet with Congressional Leaders	140
POTUS	Meet with Congressional Leaders	141
POTUS	Meet with Congressional Leaders	144
POTUS	Meet with Congressional Leaders	149
POTUS	Meet with Congressional Leaders	150
POTUS	Meet with Congressional Leaders	153
POTUS	Meet with Congressional Leaders	154
POTUS	Meet with Congressional Leaders	156
POTUS	Meet with Congressional Leaders	6
POTUS	Meet with Congressional Leaders	10
POTUS	Meet with Congressional Leaders	12
POTUS	Meet with Congressional Leaders	13
POTUS	Meet with Congressional Leaders	15
POTUS	Meet with Congressional Leaders	16
POTUS	Meet with Congressional Leaders	20
POTUS	Meet with Congressional Leaders	21
POTUS	Meet with Congressional Leaders	23
POTUS	Meet with Congressional Leaders	24
POTUS	Meet with Congressional Leaders	25
POTUS	Meet with Congressional Leaders	26
POTUS	Meet with Congressional Leaders	27
POTUS	Meet with Congressional Leaders	41
POTUS	Meet with Congressional Leaders	48
POTUS	Meet with Congressional Leaders	49
POTUS	Meet with Congressional Leaders	50
POTUS	Meet with Congressional Leaders	53
POTUS	Meet with Congressional Leaders	58
POTUS	Meet with Congressional Leaders	59
POTUS	Meet with Congressional Leaders	96
POTUS	Meet with Congressional Leaders	101
POTUS	Meet with Congressional Leaders	104
POTUS	Meet with Congressional Leaders	114
POTUS	Meet with Congressional Leaders	115
POTUS	Meet with Congressional Leaders	123
POTUS	Meet with Congressional Leaders	124
POTUS	Meet with honorees	135
POTUS	Meet with honorees	138
POTUS	Meet with honorees	139
POTUS	Meet with honorees	144
POTUS	Meet with honorees	150
POTUS	Meet with honorees	6
POTUS	Meet with honorees	10
POTUS	Meet with honorees	21
POTUS	Meet with honorees	26
POTUS	Meet with honorees	41
POTUS	Meet with honorees	48
POTUS	Meet with honorees	50
POTUS	Meet with honorees	58
POTUS	Meet with honorees	59
POTUS	Meet with honorees	81
POTUS	Meet with honorees	83
POTUS	Meet with honorees	84
POTUS	Meet with honorees	85
POTUS	Meet with honorees	93
POTUS	Meet with honorees	94
POTUS	Meet with honorees	96
POTUS	Meet with honorees	97
POTUS	Meet with honorees	101
POTUS	Meet with honorees	106
POTUS	Meet with honorees	110
POTUS	Meet with honorees	114
POTUS	Meet with honorees	115
POTUS	Meet with honorees	123
POTUS	Meet with Key Staff Members on Key Issues and Decisions	127
POTUS	Meet with Key Staff Members on Key Issues and Decisions	136
POTUS	Meet with Key Staff Members on Key Issues and Decisions	138
POTUS	Meet with Key Staff Members on Key Issues and Decisions	148
POTUS	Meet with Key Staff Members on Key Issues and Decisions	149
POTUS	Meet with Key Staff Members on Key Issues and Decisions	150
POTUS	Meet with Key Staff Members on Key Issues and Decisions	151
POTUS	Meet with Key Staff Members on Key Issues and Decisions	152
POTUS	Meet with Key Staff Members on Key Issues and Decisions	153
POTUS	Meet with Key Staff Members on Key Issues and Decisions	154
POTUS	Meet with Key Staff Members on Key Issues and Decisions	156
POTUS	Meet with Key Staff Members on Key Issues and Decisions	157
POTUS	Meet with Key Staff Members on Key Issues and Decisions	6
POTUS	Meet with Key Staff Members on Key Issues and Decisions	12
POTUS	Meet with Key Staff Members on Key Issues and Decisions	13
POTUS	Meet with Key Staff Members on Key Issues and Decisions	16
POTUS	Meet with Key Staff Members on Key Issues and Decisions	25
POTUS	Meet with Key Staff Members on Key Issues and Decisions	26
POTUS	Meet with Key Staff Members on Key Issues and Decisions	27
POTUS	Meet with Key Staff Members on Key Issues and Decisions	46
POTUS	Meet with Key Staff Members on Key Issues and Decisions	48
POTUS	Meet with Key Staff Members on Key Issues and Decisions	49
POTUS	Meet with Key Staff Members on Key Issues and Decisions	50
POTUS	Meet with Key Staff Members on Key Issues and Decisions	53
POTUS	Meet with Key Staff Members on Key Issues and Decisions	58
POTUS	Meet with Key Staff Members on Key Issues and Decisions	59
POTUS	Meet with Key Staff Members on Key Issues and Decisions	96
POTUS	Meet with Key Staff Members on Key Issues and Decisions	101
POTUS	Meet with Key Staff Members on Key Issues and Decisions	104
POTUS	Meet with Key Staff Members on Key Issues and Decisions	114
POTUS	Meet with Key Staff Members on Key Issues and Decisions	115
POTUS	Meet with Key Staff Members on Key Issues and Decisions	120
POTUS	Meet with Key Staff Members on Key Issues and Decisions	124
POTUS	Participate in Conference Call with Public Advocates and Leaders	127
POTUS	Participate in Conference Call with Public Advocates and Leaders	135
POTUS	Participate in Conference Call with Public Advocates and Leaders	137
POTUS	Participate in Conference Call with Public Advocates and Leaders	138
POTUS	Participate in Conference Call with Public Advocates and Leaders	141
POTUS	Participate in Conference Call with Public Advocates and Leaders	144
POTUS	Participate in Conference Call with Public Advocates and Leaders	146
POTUS	Participate in Conference Call with Public Advocates and Leaders	149
POTUS	Participate in Conference Call with Public Advocates and Leaders	150
POTUS	Participate in Conference Call with Public Advocates and Leaders	151
POTUS	Participate in Conference Call with Public Advocates and Leaders	152
POTUS	Participate in Conference Call with Public Advocates and Leaders	153
POTUS	Participate in Conference Call with Public Advocates and Leaders	156
POTUS	Participate in Conference Call with Public Advocates and Leaders	6
POTUS	Participate in Conference Call with Public Advocates and Leaders	10
POTUS	Participate in Conference Call with Public Advocates and Leaders	12
POTUS	Participate in Conference Call with Public Advocates and Leaders	13
POTUS	Participate in Conference Call with Public Advocates and Leaders	15
POTUS	Participate in Conference Call with Public Advocates and Leaders	16
POTUS	Participate in Conference Call with Public Advocates and Leaders	20
POTUS	Participate in Conference Call with Public Advocates and Leaders	21
POTUS	Participate in Conference Call with Public Advocates and Leaders	23
POTUS	Participate in Conference Call with Public Advocates and Leaders	24
POTUS	Participate in Conference Call with Public Advocates and Leaders	25
POTUS	Participate in Conference Call with Public Advocates and Leaders	26
POTUS	Participate in Conference Call with Public Advocates and Leaders	27
POTUS	Participate in Conference Call with Public Advocates and Leaders	41
POTUS	Participate in Conference Call with Public Advocates and Leaders	46
POTUS	Participate in Conference Call with Public Advocates and Leaders	48
POTUS	Participate in Conference Call with Public Advocates and Leaders	49
POTUS	Participate in Conference Call with Public Advocates and Leaders	50
POTUS	Participate in Conference Call with Public Advocates and Leaders	53
POTUS	Participate in Conference Call with Public Advocates and Leaders	58
POTUS	Participate in Conference Call with Public Advocates and Leaders	59
POTUS	Participate in Conference Call with Public Advocates and Leaders	82
POTUS	Participate in Conference Call with Public Advocates and Leaders	84
POTUS	Participate in Conference Call with Public Advocates and Leaders	85
POTUS	Participate in Party Roundtable	127
POTUS	Participate in Party Roundtable	135
POTUS	Participate in Party Roundtable	136
POTUS	Participate in Party Roundtable	137
POTUS	Participate in Party Roundtable	138
POTUS	Participate in Party Roundtable	139
POTUS	Participate in Party Roundtable	140
POTUS	Participate in Party Roundtable	141
POTUS	Participate in Party Roundtable	144
POTUS	Participate in Party Roundtable	146
POTUS	Participate in Party Roundtable	148
POTUS	Participate in Party Roundtable	149
POTUS	Participate in Party Roundtable	150
POTUS	Participate in Party Roundtable	151
POTUS	Participate in Party Roundtable	152
POTUS	Participate in Party Roundtable	153
POTUS	Participate in Party Roundtable	156
POTUS	Participate in Party Roundtable	6
POTUS	Participate in Party Roundtable	10
POTUS	Participate in Party Roundtable	12
POTUS	Participate in Party Roundtable	13
POTUS	Participate in Party Roundtable	15
POTUS	Participate in Party Roundtable	16
POTUS	Participate in Party Roundtable	20
POTUS	Participate in Party Roundtable	21
POTUS	Participate in Party Roundtable	23
POTUS	Participate in Party Roundtable	24
POTUS	Participate in Party Roundtable	25
POTUS	Participate in Party Roundtable	26
POTUS	Participate in Party Roundtable	27
POTUS	Participate in Party Roundtable	41
POTUS	Participate in Party Roundtable	42
POTUS	Participate in Party Roundtable	43
POTUS	Participate in Party Roundtable	45
POTUS	Participate in Party Roundtable	46
POTUS	Participate in Party Roundtable	47
POTUS	Participate in Party Roundtable	48
POTUS	Participate in Party Roundtable	49
POTUS	Participate in Party Roundtable	50
POTUS	Participate in Party Roundtable	53
POTUS	Participate in Party Roundtable	58
POTUS	Participate in Party Roundtable	59
POTUS	Participate in Party Roundtable	96
POTUS	Participate in Party Roundtable	97
POTUS	Participate in Party Roundtable	101
POTUS	Participate in Party Roundtable	114
POTUS	Participate in Party Roundtable	115
POTUS	Participate in Party Roundtable	123
POTUS	Participate in Party Roundtable	124
POTUS	Participate in Roundtable Discussion with Business Leaders	127
POTUS	Participate in Roundtable Discussion with Business Leaders	135
POTUS	Participate in Roundtable Discussion with Business Leaders	137
POTUS	Participate in Roundtable Discussion with Business Leaders	138
POTUS	Participate in Roundtable Discussion with Business Leaders	141
POTUS	Participate in Roundtable Discussion with Business Leaders	143
POTUS	Participate in Roundtable Discussion with Business Leaders	144
POTUS	Participate in Roundtable Discussion with Business Leaders	146
POTUS	Participate in Roundtable Discussion with Business Leaders	149
POTUS	Participate in Roundtable Discussion with Business Leaders	150
POTUS	Participate in Roundtable Discussion with Business Leaders	151
POTUS	Participate in Roundtable Discussion with Business Leaders	152
POTUS	Participate in Roundtable Discussion with Business Leaders	153
POTUS	Participate in Roundtable Discussion with Business Leaders	156
POTUS	Participate in Roundtable Discussion with Business Leaders	6
POTUS	Participate in Roundtable Discussion with Business Leaders	10
POTUS	Participate in Roundtable Discussion with Business Leaders	12
POTUS	Participate in Roundtable Discussion with Business Leaders	13
POTUS	Participate in Roundtable Discussion with Business Leaders	15
POTUS	Participate in Roundtable Discussion with Business Leaders	16
POTUS	Participate in Roundtable Discussion with Business Leaders	20
POTUS	Participate in Roundtable Discussion with Business Leaders	21
POTUS	Participate in Roundtable Discussion with Business Leaders	23
POTUS	Participate in Roundtable Discussion with Business Leaders	24
POTUS	Participate in Roundtable Discussion with Business Leaders	25
POTUS	Participate in Roundtable Discussion with Business Leaders	26
POTUS	Participate in Roundtable Discussion with Business Leaders	27
POTUS	Participate in Roundtable Discussion with Business Leaders	41
POTUS	Participate in Roundtable Discussion with Business Leaders	46
POTUS	Participate in Roundtable Discussion with Business Leaders	48
POTUS	Participate in Roundtable Discussion with Business Leaders	49
POTUS	Participate in Roundtable Discussion with Business Leaders	50
POTUS	Participate in Roundtable Discussion with Business Leaders	51
POTUS	Participate in Roundtable Discussion with Business Leaders	53
POTUS	Participate in Roundtable Discussion with Business Leaders	58
POTUS	Participate in Roundtable Discussion with Business Leaders	59
POTUS	Participate in Roundtable Discussion with Business Leaders	84
POTUS	Participate in Roundtable Discussion with Business Leaders	98
POTUS	Participate in Roundtable Discussion with Business Leaders	101
POTUS	Participate in Roundtable Discussion with Business Leaders	103
POTUS	Participate in Roundtable Discussion with Business Leaders	114
POTUS	Participate in Roundtable Discussion with Business Leaders	123
POTUS	Participate in Televised Town Hall Conversation	127
POTUS	Participate in Televised Town Hall Conversation	135
POTUS	Participate in Televised Town Hall Conversation	136
POTUS	Participate in Televised Town Hall Conversation	137
POTUS	Participate in Televised Town Hall Conversation	138
POTUS	Participate in Televised Town Hall Conversation	139
POTUS	Participate in Televised Town Hall Conversation	141
POTUS	Participate in Televised Town Hall Conversation	146
POTUS	Participate in Televised Town Hall Conversation	149
POTUS	Participate in Televised Town Hall Conversation	150
POTUS	Participate in Televised Town Hall Conversation	151
POTUS	Participate in Televised Town Hall Conversation	153
POTUS	Participate in Televised Town Hall Conversation	156
POTUS	Participate in Televised Town Hall Conversation	6
POTUS	Participate in Televised Town Hall Conversation	10
POTUS	Participate in Televised Town Hall Conversation	12
POTUS	Participate in Televised Town Hall Conversation	13
POTUS	Participate in Televised Town Hall Conversation	15
POTUS	Participate in Televised Town Hall Conversation	16
POTUS	Participate in Televised Town Hall Conversation	20
POTUS	Participate in Televised Town Hall Conversation	21
POTUS	Participate in Televised Town Hall Conversation	24
POTUS	Participate in Televised Town Hall Conversation	25
POTUS	Participate in Televised Town Hall Conversation	26
POTUS	Participate in Televised Town Hall Conversation	27
POTUS	Participate in Televised Town Hall Conversation	41
POTUS	Participate in Televised Town Hall Conversation	42
POTUS	Participate in Televised Town Hall Conversation	46
POTUS	Participate in Televised Town Hall Conversation	47
POTUS	Participate in Televised Town Hall Conversation	48
POTUS	Participate in Televised Town Hall Conversation	49
POTUS	Participate in Televised Town Hall Conversation	50
POTUS	Participate in Televised Town Hall Conversation	51
POTUS	Participate in Televised Town Hall Conversation	53
POTUS	Participate in Televised Town Hall Conversation	56
POTUS	Participate in Televised Town Hall Conversation	58
POTUS	Participate in Televised Town Hall Conversation	59
POTUS	Participate in Televised Town Hall Conversation	75
POTUS	Participate in Televised Town Hall Conversation	81
POTUS	Participate in Televised Town Hall Conversation	84
POTUS	Participate in Televised Town Hall Conversation	85
POTUS	Participate in Televised Town Hall Conversation	93
POTUS	Participate in Televised Town Hall Conversation	96
POTUS	Participate in Televised Town Hall Conversation	97
POTUS	Participate in Televised Town Hall Conversation	101
POTUS	Participate in Televised Town Hall Conversation	114
POTUS	Participate in Televised Town Hall Conversation	115
POTUS	Participate in Televised Town Hall Conversation	123
POTUS	Participate in Televised Town Hall Conversation	124
POTUS	Receive the Presidential Daily Briefing	127
POTUS	Receive the Presidential Daily Briefing	128
POTUS	Receive the Presidential Daily Briefing	130
POTUS	Receive the Presidential Daily Briefing	136
POTUS	Receive the Presidential Daily Briefing	148
POTUS	Receive the Presidential Daily Briefing	149
POTUS	Receive the Presidential Daily Briefing	150
POTUS	Receive the Presidential Daily Briefing	151
POTUS	Receive the Presidential Daily Briefing	152
POTUS	Receive the Presidential Daily Briefing	153
POTUS	Receive the Presidential Daily Briefing	154
POTUS	Receive the Presidential Daily Briefing	156
POTUS	Receive the Presidential Daily Briefing	6
POTUS	Receive the Presidential Daily Briefing	12
POTUS	Receive the Presidential Daily Briefing	13
POTUS	Receive the Presidential Daily Briefing	16
POTUS	Receive the Presidential Daily Briefing	25
POTUS	Receive the Presidential Daily Briefing	26
POTUS	Receive the Presidential Daily Briefing	27
POTUS	Receive the Presidential Daily Briefing	43
POTUS	Receive the Presidential Daily Briefing	46
POTUS	Receive the Presidential Daily Briefing	47
POTUS	Receive the Presidential Daily Briefing	48
POTUS	Receive the Presidential Daily Briefing	49
POTUS	Receive the Presidential Daily Briefing	50
POTUS	Receive the Presidential Daily Briefing	51
POTUS	Receive the Presidential Daily Briefing	53
POTUS	Receive the Presidential Daily Briefing	58
POTUS	Receive the Presidential Daily Briefing	96
POTUS	Receive the Presidential Daily Briefing	101
POTUS	Receive the Presidential Daily Briefing	104
POTUS	Receive the Presidential Daily Briefing	114
POTUS	Receive the Presidential Daily Briefing	115
POTUS	Receive the Presidential Daily Briefing	120
POTUS	Receive the Presidential Daily Briefing	124
POTUS	Review daily schedule	130
POTUS	Review daily schedule	136
POTUS	Review daily schedule	154
POTUS	Review daily schedule	155
POTUS	Review daily schedule	6
POTUS	Review daily schedule	12
POTUS	Review daily schedule	20
POTUS	Review daily schedule	49
POTUS	Take Official Photos with State Dignitaries	139
POTUS	Take Official Photos with State Dignitaries	15
POTUS	Take Official Photos with State Dignitaries	21
POTUS	Take Official Photos with State Dignitaries	26
POTUS	Take Official Photos with State Dignitaries	27
POTUS	Take Official Photos with State Dignitaries	41
POTUS	Take Official Photos with State Dignitaries	56
POTUS	Take Official Photos with State Dignitaries	75
POTUS	Take Official Photos with State Dignitaries	88
POTUS	Visit and tour project sites	126
POTUS	Visit and tour project sites	127
POTUS	Visit and tour project sites	128
POTUS	Visit and tour project sites	129
POTUS	Visit and tour project sites	130
POTUS	Visit and tour project sites	131
POTUS	Visit and tour project sites	134
POTUS	Visit and tour project sites	135
POTUS	Visit and tour project sites	137
POTUS	Visit and tour project sites	139
POTUS	Visit and tour project sites	140
POTUS	Visit and tour project sites	143
POTUS	Visit and tour project sites	144
POTUS	Visit and tour project sites	145
POTUS	Visit and tour project sites	149
POTUS	Visit and tour project sites	150
POTUS	Visit and tour project sites	153
POTUS	Visit and tour project sites	6
POTUS	Visit and tour project sites	10
POTUS	Visit and tour project sites	12
POTUS	Visit and tour project sites	13
POTUS	Visit and tour project sites	15
POTUS	Visit and tour project sites	21
POTUS	Visit and tour project sites	25
POTUS	Visit and tour project sites	26
POTUS	Visit and tour project sites	27
POTUS	Visit and tour project sites	28
POTUS	Visit and tour project sites	29
POTUS	Visit and tour project sites	41
POTUS	Visit and tour project sites	42
POTUS	Visit and tour project sites	46
POTUS	Visit and tour project sites	49
POTUS	Visit and tour project sites	50
POTUS	Visit and tour project sites	57
POTUS	Visit and tour project sites	58
POTUS	Visit and tour project sites	85
POTUS	Visit and tour project sites	93
POTUS	Visit and tour project sites	114
POTUS	Visit and tour project sites	115
POTUS	Visit and tour project sites	101
POTUS	Welcome State Dignitaries	134
POTUS	Welcome State Dignitaries	135
POTUS	Welcome State Dignitaries	137
POTUS	Welcome State Dignitaries	138
POTUS	Welcome State Dignitaries	146
POTUS	Welcome State Dignitaries	150
POTUS	Welcome State Dignitaries	6
POTUS	Welcome State Dignitaries	10
POTUS	Welcome State Dignitaries	12
POTUS	Welcome State Dignitaries	15
POTUS	Welcome State Dignitaries	20
POTUS	Welcome State Dignitaries	21
POTUS	Welcome State Dignitaries	25
POTUS	Welcome State Dignitaries	26
POTUS	Welcome State Dignitaries	27
POTUS	Welcome State Dignitaries	41
POTUS	Welcome State Dignitaries	42
POTUS	Welcome State Dignitaries	50
POTUS	Welcome State Dignitaries	53
POTUS	Welcome State Dignitaries	58
POTUS	Welcome State Dignitaries	59
POTUS	Welcome State Dignitaries	84
POTUS	Welcome State Dignitaries	85
POTUS	Welcome State Dignitaries	95
POTUS	Welcome State Dignitaries	96
POTUS	Welcome State Dignitaries	97
POTUS	Welcome State Dignitaries	101
POTUS	Welcome State Dignitaries	114
POTUS	Welcome State Dignitaries	115
POTUS	Welcome State Dignitaries	123
POTUS	Welcome State Dignitaries	124